Action_or_Object,Pic_Num,Dominant_Response,Registered_Resp,Missing_or_Not_Reg_Resp,Not_Reg_Resp,Alternative_Names,Agreement_Factor,Dominant_Resp,Sim_Offshoot_Resp,Synonym_Resp,Error_Valid_Resp,Mean_RT_All,SD_RT_All,Mean_RT_Dominant,SD_RT_Dominant,Mean_RT_Sim_Offshoots,Mean_RT_Synonym,Mean_RT_Error,Syllable_Count,Character_Count,Fricative_First_Syl,Word_Freq_in_English,Word_Sophistication,Visual_Complexity,Word_Partial_Repeats,Word_Complexity,Num_Objects,Keep
Action,act160,plug,1,0,0,3,0.607,0.88,0.1,0,0.02,1048,351,1046,323,874,NA,2022,1,4,Absent,2.079,3,11886,0,Singular,3,FALSE
Action,act161,point,0.96,0.02,0.02,4,0.656,0.896,0,0,0.104,1102,356,1063,327,NA,NA,1435,1,5,Absent,4.89,3,16800,0,Singular,1,FALSE
Action,act162,polish,0.98,0,0.02,7,1.512,0.694,0,0.163,0.143,1233,388,1118,240,NA,1675,1285,2,6,Absent,3.091,3,19609,0,Singular,3,FALSE
Action,act163,pop,0.98,0,0.02,4,0.923,0.816,0,0.041,0.143,1261,470,1121,306,NA,1961,1863,1,3,Absent,2.996,3,15804,0,Singular,2,FALSE
Action,act164,pour,1,0,0,3,0.282,0.96,0,0,0.04,890,272,852,169,NA,NA,1804,1,4,Absent,4.382,2,26916,0,Singular,3,FALSE
Action,act165,pray,0.98,0,0.02,5,0.906,0.837,0,0,0.163,1224,391,1216,360,NA,NA,1264,1,4,Absent,3.367,3,45299,0,Singular,3,FALSE
Action,act166,propose,0.82,0.12,0.06,8,1.348,0.78,0,0,0.22,1650,612,1573,451,NA,NA,1926,2,7,Absent,4.159,3,18173,0,Singular,3,FALSE
Action,act167,pull,0.96,0,0.04,3,0.959,0.792,0,0.208,0,1255,375,1223,390,NA,1377,NA,1,4,Absent,5.231,1,30784,0,Singular,3,FALSE
Action,act168,push,1,0,0,1,0,1,0,0,0,871,200,871,200,NA,NA,NA,1,4,Absent,4.836,1,22838,0,Singular,2,FALSE
Action,act169,rain,0.98,0.02,0,5,0.588,0.918,0,0,0.082,1168,410,1115,380,NA,NA,1760,1,4,Absent,2.773,3,24435,0,Singular,2,FALSE
Action,act170,raise,0.72,0.24,0.04,12,2.502,0.306,0.028,0,0.667,1879,576,1675,699,2730,NA,1937,1,5,Absent,5.17,3,19998,0,Singular,2,FALSE
Action,act171,rake,0.98,0,0.02,2,0.169,0.98,0,0,0.02,990,215,981,209,NA,NA,1407,1,4,Absent,1.946,3,15121,0,Singular,3,FALSE
Action,act172,reach,0.86,0.02,0.12,6,0.959,0.86,0,0,0.14,1300,348,1261,348,NA,NA,1538,1,5,Absent,5.545,3,18105,0,Singular,3,FALSE
Action,act173,read,0.9,0,0.1,1,0.137,1,0,0,0,993,289,993,289,NA,NA,NA,1,4,Absent,5.924,1,30065,0,Singular,3,FALSE
Action,act174,count,0.76,0.2,0.04,13,2.66,0.263,0,0,0.737,1784,473,1526,549,NA,NA,1876,1,5,Absent,4.159,3,17024,1,Singular,3,FALSE
Action,act175,relax,1,0,0,10,2.361,0.44,0,0.2,0.36,1642,605,1394,386,NA,2057,1714,2,5,Absent,3.989,3,22183,1,Singular,3,FALSE
Action,act176,fix,0.92,0.02,0.06,6,0.975,0.848,0,0.022,0.13,1383,381,1321,328,NA,1080,1842,1,3,Present,3.714,2,24690,0,Singular,4,FALSE
Action,act177,save,0.98,0,0.02,3,1.341,0.551,0,0.347,0.102,1270,288,1264,258,NA,1263,1323,1,4,Present,4.812,3,42839,0,Singular,4,FALSE
Action,act178,ride,0.98,0.02,0,2,0.169,0.98,0,0,0.02,1001,255,1006,256,NA,NA,775,1,4,Absent,4.06,1,18320,1,Singular,2,FALSE
Action,act179,roar,0.92,0.08,0,7,1.669,0.587,0,0,0.413,1650,663,1589,636,NA,NA,1737,1,4,Absent,3.135,3,32379,0,Singular,1,FALSE
Action,act180,roast,1,0,0,5,1.677,0.46,0,0,0.54,1305,380,1169,231,NA,NA,1421,1,5,Absent,2.303,3,33211,0,Singular,3,FALSE
Action,act181,row,0.98,0.02,0,2,0.354,0.939,0,0.061,0,947,240,913,189,NA,1465,NA,1,3,Absent,0.693,3,31568,0,Singular,4,FALSE
Action,act182,run,1,0,0,2,0.141,0.98,0.02,0,0,912,306,918,306,640,NA,NA,1,3,Absent,6.091,1,17276,1,Singular,1,FALSE
Action,act183,sail,1,0,0,2,0.141,0.98,0,0,0.02,992,234,988,234,NA,NA,1199,1,4,Present,3.045,3,18904,0,Singular,2,FALSE
Action,act184,salute,0.9,0.06,0.04,1,0.137,1,0,0,0,1028,276,1028,276,NA,NA,NA,2,6,Present,1.386,3,15575,0,Singular,3,FALSE
Action,act185,saw,0.96,0,0.04,2,0.519,0.896,0,0,0.104,1137,243,1133,244,NA,NA,1173,1,3,Present,1.386,3,38695,0,Singular,4,FALSE
Action,act186,punish,0.94,0.04,0.02,11,2.612,0.34,0.021,0.106,0.532,1485,440,1614,517,1405,1541,1393,2,6,Absent,3.178,3,17021,0,Singular,3,FALSE
Action,act187,scoop,0.96,0,0.04,2,0.197,0.979,0,0,0.021,1117,233,1114,234,NA,NA,1263,1,5,Present,2.079,3,24485,0,Singular,3,FALSE
Action,act188,itch,0.94,0.04,0.02,4,1.34,0.489,0,0.447,0.064,1562,488,1517,549,NA,1513,2249,1,4,Absent,1.609,3,24896,0,Singular,3,FALSE
Action,act189,carve,0.98,0,0.02,4,1.388,0.633,0,0.224,0.143,1371,378,1325,374,NA,1558,1284,1,5,Absent,3.045,3,26513,1,Singular,3,FALSE
Action,act190,sell,0.96,0.04,0,6,0.849,0.875,0.021,0,0.104,1628,587,1544,559,1710,NA,2321,1,4,Present,4.984,3,36299,0,Singular,3,FALSE
Action,act191,serve,0.96,0.02,0.02,4,0.574,0.917,0,0,0.083,1181,278,1155,263,NA,NA,1464,1,5,Present,5.011,3,32192,0,Singular,4,FALSE
Action,act192,sew,0.92,0.08,0,5,0.663,0.913,0,0.022,0.065,1417,510,1393,521,NA,1415,1757,1,3,Present,2.485,3,23884,1,Singular,3,FALSE
Action,act193,shake,1,0,0,4,1.223,0.56,0,0,0.44,1430,568,1476,547,NA,NA,1373,1,5,Absent,4.883,2,21729,1,Singular,3,FALSE
Action,act194,wash,0.98,0.02,0,8,2.013,0.408,0,0.02,0.571,1599,541,1573,596,NA,1487,1622,1,4,Absent,4.543,1,24257,1,Singular,3,FALSE
Action,act195,sharpen,0.92,0.04,0.04,8,1.568,0.717,0,0,0.283,1526,329,1540,287,NA,NA,1490,2,7,Absent,2.303,3,19312,0,Singular,3,FALSE
Action,act196,shave,1,0,0,1,0,1,0,0,0,909,132,909,132,NA,NA,NA,1,5,Absent,2.708,3,30336,1,Singular,4,FALSE
Action,act197,shave,0.98,0.02,0,8,2.117,0.408,0,0.347,0.245,1362,300,1347,292,NA,1354,1401,1,5,Absent,2.708,3,31758,1,Singular,3,FALSE
Action,act198,shine,0.94,0.06,0,11,2.244,0.489,0.021,0.298,0.191,1828,531,1679,410,1811,2029,1901,1,5,Absent,3.555,3,34381,0,Singular,2,FALSE
Action,act199,shock,0.72,0.26,0.02,8,1.688,0.528,0,0.306,0.167,1648,426,1761,425,NA,1531,1503,1,5,Absent,3.466,3,20024,0,Singular,2,FALSE
Action,act200,shoot,0.92,0,0.08,3,0.639,0.891,0,0.087,0.022,1032,282,1012,281,NA,1187,1220,1,5,Absent,4.317,3,19808,0,Singular,2,FALSE
Action,act201,shower,0.98,0,0.02,4,0.704,0.878,0,0,0.122,974,219,947,188,NA,NA,1169,2,6,Absent,1.946,3,28383,0,Singular,3,FALSE
Action,act202,sing,0.98,0,0.02,2,0.169,0.98,0,0,0.02,928,149,925,149,NA,NA,1062,1,4,Present,4.369,1,23644,0,Singular,2,FALSE
Action,act203,sink,0.94,0.02,0.04,5,1.513,0.617,0,0,0.383,1489,480,1471,533,NA,NA,1519,1,4,Present,3.932,3,13410,0,Singular,2,FALSE
Action,act204,sit,0.98,0.02,0,3,0.31,0.959,0,0,0.041,984,296,964,274,NA,NA,1457,1,3,Present,6.217,2,18449,0,Singular,2,FALSE
Action,act205,skate,0.98,0,0.02,2,0.781,0.776,0.224,0,0,1062,215,1085,221,984,NA,NA,1,5,Present,1.386,2,17040,0,Singular,2,FALSE
Action,act206,cut,0.86,0.14,0,11,2.292,0.419,0,0,0.581,1846,546,1661,568,NA,NA,1979,1,3,Absent,5.252,2,29384,1,Singular,4,FALSE
Action,act207,sleep,0.94,0,0.06,1,0.084,1,0,0,0,991,275,991,275,NA,NA,NA,1,5,Present,4.868,1,33733,0,Singular,3,FALSE
Action,act208,cut,1,0,0,4,0.858,0.82,0,0.14,0.04,1056,249,1025,253,NA,1248,1016,1,3,Absent,5.252,2,24500,1,Singular,3,FALSE
Action,act209,slide,1,0,0,2,0.141,0.98,0,0,0.02,913,227,886,122,NA,NA,2245,1,5,Present,3.584,3,32449,0,Singular,2,FALSE
Action,act210,slip,1,0,0,4,1.051,0.78,0,0,0.22,1238,353,1231,357,NA,NA,1259,1,4,Present,4.127,3,27692,0,Singular,2,FALSE
Action,act211,smell,0.96,0,0.04,2,0.454,0.917,0,0.083,0,1176,292,1157,290,NA,1377,NA,1,5,Present,3.871,3,17591,0,Singular,2,FALSE
Action,act212,smile,0.96,0.02,0.02,3,0.336,0.958,0,0,0.042,1119,309,1107,301,NA,NA,1403,1,5,Present,5.088,1,40153,0,Singular,3,FALSE
Action,act213,smoke,0.98,0,0.02,1,0.029,1,0,0,0,921,147,921,147,NA,NA,NA,1,5,Present,3.807,3,17842,0,Singular,4,FALSE
Action,act214,sneeze,0.86,0.02,0.12,4,1.277,0.512,0,0,0.488,1297,369,1255,310,NA,NA,1340,1,6,Present,1.386,3,24147,0,Singular,2,FALSE
Action,act215,snow,0.92,0.02,0.06,5,0.935,0.848,0,0,0.152,1266,384,1221,337,NA,NA,1522,1,4,Present,1.609,3,44104,0,Singular,4,FALSE
Action,act216,somersault,0.96,0.04,0,12,2.417,0.417,0,0.146,0.438,1381,535,1233,254,NA,1106,1615,3,10,Present,0,3,14621,0,Singular,2,FALSE
Action,act217,sort,0.94,0.04,0.02,11,2.704,0.277,0.021,0.255,0.447,1713,593,1769,550,1409,1852,1613,1,4,Present,3.714,3,32981,1,Singular,4,FALSE
Action,act218,plant,0.78,0.12,0.1,9,2.536,0.231,0.026,0.154,0.59,1692,519,1768,418,2339,2081,1533,1,5,Absent,3.434,3,34133,1,Singular,5,FALSE
Action,act219,spill,0.98,0.02,0,3,0.948,0.735,0,0,0.265,1733,387,1703,343,NA,NA,1815,1,5,Present,2.944,2,23590,0,Singular,3,FALSE
Action,act220,sew,0.9,0.08,0.02,6,1.47,0.667,0,0,0.333,1557,503,1504,548,NA,NA,1663,1,3,Present,2.485,3,24959,1,Singular,4,FALSE
Action,act221,cough,0.92,0.06,0.02,7,2.267,0.348,0,0,0.652,1701,548,1599,410,NA,NA,1756,1,5,Absent,2.565,3,25134,1,Singular,2,FALSE
Action,act222,splash,1,0,0,5,1.442,0.66,0,0,0.34,1417,393,1284,275,NA,NA,1675,1,6,Present,2.398,1,35117,0,Singular,3,FALSE
Action,act223,spray,0.92,0.06,0.02,11,2.012,0.609,0,0,0.391,1480,491,1312,311,NA,NA,1740,1,5,Present,2.398,3,23144,0,Singular,3,FALSE
Action,act224,spread,0.96,0.02,0.02,4,1.245,0.729,0,0,0.271,1351,397,1367,382,NA,NA,1306,1,6,Present,4.489,3,25846,0,Singular,3,FALSE
Action,act225,squeeze,0.92,0,0.08,2,0.25,0.978,0,0,0.022,1133,294,1128,295,NA,NA,1382,1,7,Present,3.367,3,17216,0,Singular,3,FALSE
Action,act226,stack,0.98,0.02,0,7,1.441,0.673,0,0.02,0.306,1324,412,1204,285,NA,2206,1527,1,5,Present,2.485,3,11764,0,Singular,2,FALSE
Action,act227,stand,0.94,0.06,0,6,1.62,0.596,0.106,0.021,0.277,1627,450,1630,352,1370,3222,1596,1,5,Present,6.148,2,19300,0,Singular,2,FALSE
Action,act228,steal,0.94,0.06,0,7,0.912,0.872,0,0,0.128,1743,475,1694,475,NA,NA,2083,1,5,Present,3.97,3,39600,0,Singular,4,FALSE
Action,act229,sting,0.86,0.12,0.02,3,0.461,0.953,0,0,0.047,1765,590,1725,546,NA,NA,2581,1,5,Present,2.197,3,23887,0,Singular,3,FALSE
Action,act230,stir,0.92,0.04,0.04,5,1.318,0.739,0,0,0.261,1386,426,1278,316,NA,NA,1695,1,4,Present,3.738,3,18270,0,Singular,3,FALSE
Action,act231,strain,0.88,0.1,0.02,10,2.343,0.386,0,0.25,0.364,1668,566,1531,323,NA,1413,1988,1,6,Present,3.045,3,11285,0,Singular,2,FALSE
Action,act232,suck,0.92,0.06,0.02,9,1.297,0.804,0.022,0,0.174,1603,596,1633,617,1064,NA,1532,1,4,Present,3.611,3,15863,0,Singular,2,FALSE
Action,act233,sunbathe,0.94,0.02,0.04,8,2.072,0.489,0,0.298,0.213,1481,512,1373,326,NA,1558,1624,2,8,Present,1.099,3,25963,0,Complex,3,FALSE
Action,act234,surf,1,0,0,1,0,1,0,0,0,946,210,946,210,NA,NA,NA,1,4,Present,0,3,20492,0,Singular,2,FALSE
Action,act235,look,0.9,0.06,0.04,9,2.269,0.467,0,0.267,0.267,1539,528,1429,565,NA,1794,1474,1,4,Absent,7.206,1,21677,1,Singular,2,FALSE
Action,act236,swat,0.98,0,0.02,9,1.736,0.694,0.041,0.143,0.122,1420,424,1342,356,1959,1386,1723,1,4,Present,0.693,3,34760,0,Singular,3,FALSE
Action,act237,sweat,0.98,0,0.02,5,0.687,0.898,0,0.02,0.082,1239,456,1201,436,NA,1320,1634,1,5,Present,2.89,3,16947,0,Singular,3,FALSE
Action,act238,sweep,0.9,0,0.1,3,0.413,0.956,0,0,0.044,958,202,956,202,NA,NA,994,1,5,Present,3.951,2,17562,0,Singular,2,FALSE
Action,act239,swim,0.98,0,0.02,1,0.029,1,0,0,0,852,195,852,195,NA,NA,NA,1,4,Present,3.871,1,16766,0,Singular,2,FALSE
Action,act240,swing,0.98,0,0.02,1,0.029,1,0,0,0,874,134,874,134,NA,NA,NA,1,5,Present,4.043,1,18530,0,Singular,2,FALSE
Action,act241,laugh,0.64,0.28,0.08,15,2.611,0.281,0,0.125,0.594,1785,477,1645,535,NA,1680,1873,1,5,Absent,5.142,3,22368,1,Singular,3,FALSE
Action,act242,teach,0.88,0.02,0.1,8,1.863,0.455,0,0.023,0.523,1477,434,1480,484,NA,1645,1467,1,5,Absent,4.97,3,25360,0,Singular,2,FALSE
Action,act243,tear,0.98,0,0.02,3,1.03,0.673,0,0.306,0.02,953,210,917,183,NA,1035,889,1,4,Absent,4.127,2,27082,0,Singular,2,FALSE
Action,act244,talk,0.96,0,0.04,5,1.037,0.792,0,0.021,0.188,1175,389,1110,217,NA,1500,1415,1,4,Absent,6.236,2,27347,0,Singular,4,FALSE
Action,act245,think,0.94,0.04,0.02,9,1.783,0.617,0,0.064,0.319,1462,506,1434,531,NA,2044,1400,1,5,Absent,7.601,2,25052,0,Singular,3,FALSE
Action,act246,throw,1,0,0,3,0.383,0.94,0,0,0.06,1091,286,1055,248,NA,NA,1668,1,5,Absent,5.075,1,24589,0,Singular,2,FALSE
Action,act247,tickle,0.96,0,0.04,7,1.641,0.646,0,0,0.354,1258,428,1172,408,NA,NA,1413,2,6,Absent,1.609,1,18027,0,Singular,2,FALSE
Action,act248,tie,0.98,0,0.02,2,0.169,0.98,0.02,0,0,1093,370,1099,371,801,NA,NA,1,3,Absent,4.127,3,23682,0,Singular,3,FALSE
Action,act249,frost,0.78,0.12,0.1,14,2.881,0.205,0,0,0.795,1678,483,1397,577,NA,NA,1751,1,5,Present,1.386,3,22918,0,Singular,3,FALSE
Action,act250,tow,0.96,0,0.04,5,0.614,0.917,0,0,0.083,1181,311,1162,306,NA,NA,1385,1,3,Absent,1.609,3,26871,0,Singular,3,FALSE
Action,act251,trip,0.98,0,0.02,3,0.493,0.918,0,0,0.082,1185,428,1218,427,NA,NA,816,1,4,Absent,2.079,3,20799,0,Singular,3,FALSE
Action,act252,type,1,0,0,1,0,1,0,0,0,792,146,792,146,NA,NA,NA,1,4,Absent,2.89,3,19194,0,Singular,3,FALSE
Action,act253,vacuum,1,0,0,2,0.141,0.98,0,0,0.02,996,216,993,217,NA,NA,1169,2,6,Present,0.693,3,30285,0,Singular,3,FALSE
Action,act254,wade,0.96,0.02,0.02,6,1.853,0.417,0,0,0.583,1579,557,1446,513,NA,NA,1674,1,4,Absent,2.197,3,25717,0,Singular,4,FALSE
Action,act255,wag,0.84,0.14,0.02,13,2.419,0.381,0,0,0.619,1677,589,1320,237,NA,NA,1896,1,3,Absent,1.609,3,19445,0,Singular,2,FALSE
Action,act256,wait,1,0,0,2,0.99,0.56,0,0,0.44,1209,281,1195,212,NA,NA,1226,1,4,Absent,5.768,1,21443,0,Singular,3,FALSE
Action,act257,walk,1,0,0,1,0,1,0,0,0,929,337,929,337,NA,NA,NA,1,4,Absent,5.737,1,14385,1,Singular,1,FALSE
Action,act258,wash,1,0,0,7,1.818,0.44,0,0.04,0.52,1409,586,1537,544,NA,1962,1258,1,4,Absent,4.543,1,31102,1,Singular,4,FALSE
Action,act259,watch,1,0,0,4,0.423,0.94,0.02,0,0.04,1118,390,1081,336,2569,NA,1257,1,5,Absent,5.525,1,25732,0,Singular,2,FALSE
Action,act260,water,0.96,0,0.04,3,0.519,0.917,0,0,0.083,1165,324,1148,304,NA,NA,1351,2,5,Absent,2.303,3,32706,0,Singular,3,FALSE
Action,act261,wave,0.96,0.02,0.02,3,0.336,0.958,0,0,0.042,1224,407,1207,402,NA,NA,1616,1,4,Absent,3.829,3,15853,0,Singular,1,FALSE
Action,act262,sew,0.36,0.58,0.06,12,1.72,0.278,0,0,0.722,2491,573,2276,147,NA,NA,2574,1,3,Present,2.485,3,35207,1,Singular,3,FALSE
Action,act263,weigh,0.98,0,0.02,2,0.169,0.98,0,0,0.02,1116,286,1113,288,NA,NA,1246,1,5,Absent,3.434,3,22346,0,Singular,2,FALSE
Action,act264,whisper,1,0,0,5,0.661,0.9,0,0,0.1,1127,338,1088,286,NA,NA,1484,2,7,Absent,3.784,3,31922,1,Singular,2,FALSE
Action,act265,whistle,0.96,0,0.04,4,0.945,0.813,0,0,0.188,1135,485,1050,335,NA,NA,1506,2,7,Absent,2.639,3,19276,0,Singular,2,FALSE
Action,act266,win,0.96,0.02,0.02,5,1.854,0.458,0,0,0.542,1404,371,1330,310,NA,NA,1466,1,3,Absent,5.043,3,17468,1,Singular,3,FALSE
Action,act267,wink,0.96,0,0.04,4,0.656,0.896,0,0,0.104,1024,231,989,178,NA,NA,1328,1,4,Absent,2.197,3,20114,0,Singular,2,FALSE
Action,act268,wash,0.98,0,0.02,6,1.722,0.449,0,0,0.551,1335,370,1297,436,NA,NA,1367,1,4,Absent,4.543,1,35246,1,Singular,3,FALSE
Action,act269,wish,0.66,0.18,0.16,11,2.26,0.303,0,0,0.697,2017,549,1915,366,NA,NA,2062,1,4,Absent,5.242,2,38643,0,Singular,3,FALSE
Action,act270,wrap,0.96,0,0.04,6,1.793,0.542,0,0,0.458,1305,435,1325,471,NA,NA,1281,1,4,Absent,3.584,3,18443,0,Singular,3,FALSE
Action,act271,twist,0.98,0.02,0,13,2.508,0.449,0,0.265,0.286,1433,449,1277,380,NA,1318,1786,1,5,Absent,3.689,3,13715,0,Singular,2,FALSE
Action,act272,write,1,0,0,5,0.562,0.92,0,0,0.08,1200,402,1139,270,NA,NA,1893,1,5,Absent,6.142,1,16774,1,Singular,2,FALSE
Action,act273,yawn,1,0,0,3,0.771,0.82,0,0,0.18,996,223,950,205,NA,NA,1203,1,4,Absent,2.197,3,13506,0,Singular,1,FALSE
Action,act274,yell,0.98,0,0.02,4,1.097,0.776,0,0.163,0.061,1266,402,1249,403,NA,1379,1182,1,4,Absent,3.135,3,20192,1,Singular,1,FALSE
Action,act275,zip,1,0,0,4,1.061,0.72,0.26,0,0.02,1113,340,1069,334,1218,NA,1363,1,3,Present,1.099,3,24128,0,Singular,2,FALSE
Object,obj001,accordion,0.76,0.22,0.02,5,0.92,0.868,0,0,0.132,1216,494,1179,496,NA,NA,1464,4,9,Absent,0.693,3,21540,0,Singular,1,FALSE
Object,obj002,acorn,0.94,0.04,0.02,2,0.703,0.83,0,0,0.17,1273,466,1242,472,NA,NA,1428,2,5,Absent,1.099,3,9198,0,Singular,1,TRUE
Object,obj003,airplane,1,0,0,3,1.132,0.7,0.22,0.08,0,800,210,778,148,709,1245,NA,2,8,Absent,1.946,1,16810,0,Singular,1,TRUE
Object,obj004,alligator,1,0,0,4,0.606,0.9,0.02,0.06,0.02,886,223,881,227,1070,801,1177,4,9,Absent,1.099,2,14874,0,Singular,1,FALSE
Object,obj005,anchor,0.96,0.04,0,1,0.057,1,0,0,0,951,282,951,282,NA,NA,NA,2,6,Absent,1.946,3,14010,0,Singular,1,TRUE
Object,obj006,ant,1,0,0,3,0.607,0.88,0,0,0.12,1240,482,1171,410,NA,NA,1747,1,3,Absent,2.565,2,13915,0,Singular,1,TRUE
Object,obj007,antlers,1,0,0,3,0.959,0.72,0,0.26,0.02,1231,422,1186,390,NA,1337,1480,2,7,Absent,0,3,12147,0,Complex,1,FALSE
Object,obj008,anvil,0.68,0.3,0.02,6,1.397,0.706,0,0,0.294,1507,693,1239,444,NA,NA,2150,2,5,Absent,0.693,3,8356,0,Singular,1,FALSE
Object,obj009,apple,0.98,0,0.02,1,0.029,1,0,0,0,810,255,810,255,NA,NA,NA,2,5,Absent,3.434,1,8241,0,Singular,1,TRUE
Object,obj010,fishtank,1,0,0,5,1.639,0.48,0,0.46,0.06,1090,347,1005,157,NA,1130,1470,2,8,Present,0,3,45899,0,Complex,3,TRUE
Object,obj011,arm,0.98,0,0.02,2,0.658,0.837,0,0,0.163,910,251,923,256,NA,NA,844,1,3,Absent,5.352,1,6270,0,Singular,1,TRUE
Object,obj012,arrow,1,0,0,2,0.141,0.98,0,0,0.02,788,250,785,252,NA,NA,944,2,5,Absent,2.773,3,5990,0,Singular,1,FALSE
Object,obj013,artichoke,0.68,0.26,0.06,4,1.038,0.794,0,0,0.206,1463,687,1397,674,NA,NA,1719,3,9,Absent,1.099,3,15203,0,Singular,1,FALSE
Object,obj014,ashtray,0.74,0.22,0.04,7,1.105,0.838,0,0,0.162,1369,555,1250,453,NA,NA,1984,2,7,Absent,2.303,3,12932,0,Complex,1,FALSE
Object,obj015,asparagus,0.86,0.12,0.02,6,0.865,0.884,0,0,0.116,1429,462,1388,465,NA,NA,1746,4,9,Absent,1.099,3,9654,0,Singular,1,TRUE
Object,obj016,ax,0.88,0.06,0.06,2,0.668,0.864,0,0.136,0,1119,456,1085,436,NA,1332,NA,1,2,Absent,2.303,3,7849,0,Singular,1,TRUE
Object,obj017,baby,1,0,0,4,0.423,0.94,0,0.04,0.02,751,205,729,140,NA,1300,663,2,4,Absent,5.557,1,18598,0,Singular,1,TRUE
Object,obj018,bottle,0.98,0,0.02,3,0.567,0.898,0.082,0,0.02,804,248,775,217,959,NA,1451,2,6,Absent,4.762,1,8529,1,Singular,1,TRUE
Object,obj019,stroller,0.94,0.04,0.02,5,1.672,0.489,0,0.447,0.064,1319,555,1335,641,NA,1303,1310,2,8,Present,0.693,1,17135,1,Singular,1,FALSE
Object,obj020,backpack,1,0,0,1,0,1,0,0,0,836,177,836,177,NA,NA,NA,2,8,Absent,0,3,31598,0,Complex,2,TRUE
Object,obj021,badge,0.94,0.04,0.02,9,1.7,0.681,0,0.043,0.277,1254,393,1221,404,NA,928,1384,1,5,Absent,2.303,3,15109,0,Singular,1,TRUE
Object,obj022,bag,0.98,0,0.02,4,0.828,0.837,0.143,0.02,0,951,322,925,323,1058,1274,NA,1,3,Absent,4.394,3,18014,0,Singular,1,TRUE
Object,obj023,balcony,0.98,0,0.02,7,1.661,0.653,0,0,0.347,1366,365,1324,293,NA,NA,1445,3,7,Absent,2.639,3,35416,0,Singular,2,TRUE
Object,obj024,ball,1,0,0,1,0,1,0,0,0,886,295,886,295,NA,NA,NA,1,4,Absent,4.718,1,13345,0,Singular,1,TRUE
Object,obj025,balloon,1,0,0,1,0,1,0,0,0,702,125,702,125,NA,NA,NA,2,7,Absent,1.946,1,8015,0,Singular,1,TRUE
Object,obj026,banana,1,0,0,1,0,1,0,0,0,808,273,808,273,NA,NA,NA,3,6,Absent,2.197,1,8767,0,Singular,1,TRUE
Object,obj027,bandaid,1,0,0,2,0.402,0.92,0.08,0,0,757,118,743,106,919,NA,NA,2,7,Absent,0,3,13392,0,Complex,1,TRUE
Object,obj028,banjo,0.92,0.04,0.04,5,0.84,0.87,0,0,0.13,1083,455,1036,297,NA,NA,1400,2,5,Absent,0,3,17479,0,Singular,1,TRUE
Object,obj029,barbecue,0.98,0.02,0,2,0.494,0.898,0,0.102,0,1034,345,1012,310,NA,1226,NA,3,8,Absent,1.099,3,12302,0,Singular,1,TRUE
Object,obj030,barrel,0.96,0.04,0,2,0.197,0.979,0,0.021,0,920,334,882,207,NA,2704,NA,2,6,Absent,3.091,3,18478,0,Singular,1,TRUE
Object,obj031,basket,1,0,0,2,0.141,0.98,0.02,0,0,840,275,832,272,1227,NA,NA,2,6,Absent,3.219,2,23651,0,Singular,1,TRUE
Object,obj032,bat,0.96,0.02,0.02,1,0.057,1,0,0,0,764,160,764,160,NA,NA,NA,1,3,Absent,2.708,2,16687,0,Singular,1,FALSE
Object,obj033,bathtub,1,0,0,3,0.857,0.78,0.22,0,0,976,211,966,224,1010,NA,NA,2,7,Absent,1.099,1,18067,0,Complex,1,TRUE
Object,obj034,bear,1,0,0,2,0.68,0.82,0.18,0,0,846,217,804,177,1035,NA,NA,1,4,Absent,2.833,1,14353,0,Singular,1,TRUE
Object,obj035,beard,1,0,0,3,0.282,0.96,0.02,0,0.02,1049,422,1033,411,1927,NA,944,1,5,Absent,3.258,3,30362,0,Singular,1,TRUE
Object,obj036,beaver,0.94,0.06,0,10,1.58,0.745,0,0,0.255,1412,553,1395,586,NA,NA,1462,2,6,Absent,1.386,3,11319,0,Singular,1,TRUE
Object,obj037,bed,1,0,0,1,0,1,0,0,0,706,146,706,146,NA,NA,NA,1,3,Absent,5.136,1,13761,0,Singular,1,TRUE
Object,obj038,bee,0.96,0,0.04,3,1.208,0.688,0,0,0.313,1212,334,1207,332,NA,NA,1223,1,3,Absent,2.89,1,12184,0,Singular,1,TRUE
Object,obj039,bug,1,0,0,8,2.005,0.44,0.02,0.04,0.5,1310,576,1122,477,2435,2475,1338,1,3,Absent,3.761,1,12207,0,Singular,1,TRUE
Object,obj040,bell,1,0,0,1,0,1,0,0,0,703,112,703,112,NA,NA,NA,1,4,Absent,3.332,3,11109,0,Singular,1,TRUE
Object,obj041,belt,0.98,0,0.02,1,0.029,1,0,0,0,812,257,812,257,NA,NA,NA,1,4,Absent,3.296,2,18762,0,Singular,1,TRUE
Object,obj042,bench,1,0,0,2,0.327,0.94,0,0.06,0,900,365,896,356,NA,951,NA,1,5,Absent,3.178,2,25379,0,Singular,1,TRUE
Object,obj043,bicycle,1,0,0,2,0.881,0.7,0.3,0,0,751,215,731,170,796,NA,NA,3,7,Absent,1.792,1,24322,0,Singular,1,TRUE
Object,obj044,binoculars,0.9,0.06,0.04,1,0.137,1,0,0,0,1055,538,1055,538,NA,NA,NA,4,10,Absent,4.644,3,18262,0,Complex,1,TRUE
Object,obj045,bird,1,0,0,4,1.036,0.8,0,0,0.2,1000,349,915,297,NA,NA,1337,1,4,Absent,0,1,13239,1,Singular,1,TRUE
